V,0,1543878232088335,1000000000,20:51:18:13.925,0
A,0,1543878232088335,1000000000,20:51:18:13.925,0
D,0,1543878232088335,1000000000,20:51:18:13.925,0
V,1,1543878248754727,1000000000,20:51:18:14.925,0
V,2,1543878265422294,1000000000,20:51:18:15.925,0
D,1,1543878265422293,1000000000,20:51:18:15.925,0
V,3,1543878282084811,1000000000,20:51:18:16.925,0
V,4,1543878298768617,1000000000,20:51:18:17.926,0
D,2,1543878298768618,1000000000,20:51:18:17.926,0
V,5,1543878315428426,1000000000,20:51:18:18.925,0
V,6,1543878332095869,1000000000,20:51:18:19.925,0
D,3,1543878332095869,1000000000,20:51:18:19.925,0
V,7,1543878348757718,1000000000,20:51:18:20.925,0
V,8,1543878365428568,1000000000,20:51:18:21.925,0
D,4,1543878365428567,1000000000,20:51:18:21.925,0
V,9,1543878382108208,1000000000,20:51:18:22.926,0
V,10,1543878398775611,1000000000,20:51:18:23.926,0
D,5,1543878398775611,1000000000,20:51:18:23.926,0
V,11,1543878415434793,1000000000,20:51:18:24.926,0
V,12,1543878432096224,1000000000,20:51:18:25.925,0
D,6,1543878432096225,1000000000,20:51:18:25.925,0
V,13,1543878448773199,1000000000,20:51:18:26.926,0
V,14,1543878465441174,1000000000,20:51:18:27.926,0
D,7,1543878465441174,1000000000,20:51:18:27.926,0
V,15,1543878482108617,1000000000,20:51:18:28.926,0
V,16,1543878498762341,1000000000,20:51:18:29.925,0
D,8,1543878498762341,1000000000,20:51:18:29.925,0
V,17,1543878515444482,1000000000,20:51:18:30.926,0
V,18,1543878532109623,1000000000,20:51:18:31.926,0
D,9,1543878532109622,1000000000,20:51:18:31.926,0
V,19,1543878548777192,1000000000,20:51:18:32.926,0
V,20,1543878565439082,1000000000,20:51:18:33.926,0
D,10,1543878565439082,1000000000,20:51:18:33.926,0
V,21,1543878582112430,1000000000,20:51:18:34.926,0
V,22,1543878598774530,1000000000,20:51:18:35.926,0
D,11,1543878598774530,1000000000,20:51:18:35.926,0
V,23,1543878615434754,1000000000,20:51:18:36.926,0
V,24,1543878632102197,1000000000,20:51:18:37.926,0
D,12,1543878632102197,1000000000,20:51:18:37.926,0
V,25,1543878648777588,1000000000,20:51:18:38.926,0
V,26,1543878665456770,1000000000,20:51:18:39.927,0
D,13,1543878665456771,1000000000,20:51:18:39.927,0
V,27,1543878682108579,1000000000,20:51:18:40.926,0
V,28,1543878698786844,1000000000,20:51:18:41.927,0
D,14,1543878698786844,1000000000,20:51:18:41.927,0
V,29,1543878715454246,1000000000,20:51:18:42.927,0
V,30,1543878732110930,1000000000,20:51:18:43.926,0
D,15,1543878732110930,1000000000,20:51:18:43.926,0
V,31,1543878748777028,1000000000,20:51:18:44.926,0
V,32,1543878765443086,1000000000,20:51:18:45.926,0
D,16,1543878765443086,1000000000,20:51:18:45.926,0
V,33,1543878782110446,1000000000,20:51:18:46.926,0
V,34,1543878798783877,1000000000,20:51:18:47.927,0
D,17,1543878798783877,1000000000,20:51:18:47.927,0
V,35,1543878815452268,1000000000,20:51:18:48.927,0
V,36,1543878832118952,1000000000,20:51:18:49.927,0
D,18,1543878832118952,1000000000,20:51:18:49.927,0
V,37,1543878848780385,1000000000,20:51:18:50.926,0
V,38,1543878865454025,1000000000,20:51:18:51.927,0
D,19,1543878865454025,1000000000,20:51:18:51.927,0
V,39,1543878882121427,1000000000,20:51:18:52.927,0
V,40,1543878898798859,1000000000,20:51:18:53.927,0
D,20,1543878898798860,1000000000,20:51:18:53.927,0
V,41,1543878915451041,1000000000,20:51:18:54.927,0
V,42,1543878932126765,1000000000,20:51:18:55.927,0
D,21,1543878932126765,1000000000,20:51:18:55.927,0
V,43,1543878948794167,1000000000,20:51:18:56.927,0
V,44,1543878965456766,1000000000,20:51:18:57.927,0
D,22,1543878965456765,1000000000,20:51:18:57.927,0
V,45,1543878982140241,1000000000,20:51:18:58.928,0
V,46,1543878998793339,1000000000,20:51:18:59.927,0
D,23,1543878998793339,1000000000,20:51:18:59.927,0
V,47,1543879015460783,1000000000,20:51:19:00.927,0
V,48,1543879032139050,1000000000,20:51:19:01.928,0
D,24,1543879032139050,1000000000,20:51:19:01.928,0
V,49,1543879048804940,1000000000,20:51:19:02.928,0
V,50,1543879065468955,1000000000,20:51:19:03.928,0
D,25,1543879065468956,1000000000,20:51:19:03.928,0
V,51,1543879082144097,1000000000,20:51:19:04.928,0
V,52,1543879098795404,1000000000,20:51:19:05.927,0
D,26,1543879098795404,1000000000,20:51:19:05.927,0
V,53,1543879115462848,1000000000,20:51:19:06.927,0
V,54,1543879132145364,1000000000,20:51:19:07.928,0
D,27,1543879132145364,1000000000,20:51:19:07.928,0
V,55,1543879148813171,1000000000,20:51:19:08.928,0
V,56,1543879165480697,1000000000,20:51:19:09.928,0
D,28,1543879165480697,1000000000,20:51:19:09.928,0
V,57,1543879182148130,1000000000,20:51:19:10.928,0
V,58,1543879198799230,1000000000,20:51:19:11.927,0
D,29,1543879198799230,1000000000,20:51:19:11.927,0
V,59,1543879215468078,1000000000,20:51:19:12.928,0
V,60,1543879232145428,1000000000,20:51:19:13.928,0
D,30,1543879232145429,1000000000,20:51:19:13.928,0
V,61,1543879248812912,1000000000,20:51:19:14.928,0
V,62,1543879265475345,1000000000,20:51:19:15.928,0
D,31,1543879265475345,1000000000,20:51:19:15.928,0
V,63,1543879282139277,1000000000,20:51:19:16.928,0
V,64,1543879298820543,1000000000,20:51:19:17.929,0
D,32,1543879298820544,1000000000,20:51:19:17.929,0
V,65,1543879315488029,1000000000,20:51:19:18.929,0
V,66,1543879332139837,1000000000,20:51:19:19.928,0
D,33,1543879332139837,1000000000,20:51:19:19.928,0
V,67,1543879348808769,1000000000,20:51:19:20.928,0
V,68,1543879365482992,1000000000,20:51:19:21.928,0
D,34,1543879365482992,1000000000,20:51:19:21.928,0
V,69,1543879382156925,1000000000,20:51:19:22.929,0
V,70,1543879398809942,1000000000,20:51:19:23.928,0
D,35,1543879398809942,1000000000,20:51:19:23.928,0
V,71,1543879415477343,1000000000,20:51:19:24.928,0
V,72,1543879432163275,1000000000,20:51:19:25.929,0
D,36,1543879432163275,1000000000,20:51:19:25.929,0
V,73,1543879448829416,1000000000,20:51:19:26.929,0
V,74,1543879465483474,1000000000,20:51:19:27.929,0
D,37,1543879465483473,1000000000,20:51:19:27.929,0
V,75,1543879482150917,1000000000,20:51:19:28.929,0
V,76,1543879498834267,1000000000,20:51:19:29.930,0
D,38,1543879498834267,1000000000,20:51:19:29.930,0
V,77,1543879515490991,1000000000,20:51:19:30.929,0
V,78,1543879532150798,1000000000,20:51:19:31.929,0
D,39,1543879532150798,1000000000,20:51:19:31.929,0
V,79,1543879548818199,1000000000,20:51:19:32.929,0
V,80,1543879565493048,1000000000,20:51:19:33.929,0
D,40,1543879565493049,1000000000,20:51:19:33.929,0
V,81,1543879582152481,1000000000,20:51:19:34.929,0
V,82,1543879598832374,1000000000,20:51:19:35.929,0
D,41,1543879598832374,1000000000,20:51:19:35.929,0
V,83,1543879615499691,1000000000,20:51:19:36.929,0
V,84,1543879632161915,1000000000,20:51:19:37.929,0
D,42,1543879632161915,1000000000,20:51:19:37.929,0
V,85,1543879648840930,1000000000,20:51:19:38.930,0
V,86,1543879665508281,1000000000,20:51:19:39.930,0
D,43,1543879665508280,1000000000,20:51:19:39.930,0
V,87,1543879682158629,1000000000,20:51:19:40.929,0
V,88,1543879698844561,1000000000,20:51:19:41.930,0
D,44,1543879698844562,1000000000,20:51:19:41.930,0
V,89,1543879715512087,1000000000,20:51:19:42.930,0
V,90,1543879732165228,1000000000,20:51:19:43.929,0
D,45,1543879732165229,1000000000,20:51:19:43.929,0
V,91,1543879748840829,1000000000,20:51:19:44.930,0
V,92,1543879765506886,1000000000,20:51:19:45.930,0
D,46,1543879765506886,1000000000,20:51:19:45.930,0
V,93,1543879782174413,1000000000,20:51:19:46.930,0
V,94,1543879798841761,1000000000,20:51:19:47.930,0
D,47,1543879798841761,1000000000,20:51:19:47.930,0
V,95,1543879815506111,1000000000,20:51:19:48.930,0
V,96,1543879832185918,1000000000,20:51:19:49.931,0
D,48,1543879832185918,1000000000,20:51:19:49.931,0
V,97,1543879848853487,1000000000,20:51:19:50.931,0
V,98,1543879865505128,1000000000,20:51:19:51.930,0
D,49,1543879865505129,1000000000,20:51:19:51.930,0
V,99,1543879882171310,1000000000,20:51:19:52.930,0
V,100,1543879898845035,1000000000,20:51:19:53.930,0
D,50,1543879898845034,1000000000,20:51:19:53.930,0
V,101,1543879915522551,1000000000,20:51:19:54.931,0
V,102,1543879932190077,1000000000,20:51:19:55.931,0
D,51,1543879932190077,1000000000,20:51:19:55.931,0
V,103,1543879948858801,1000000000,20:51:19:56.931,0
V,104,1543879965521567,1000000000,20:51:19:57.931,0
D,52,1543879965521567,1000000000,20:51:19:57.931,0
V,105,1543879982188500,1000000000,20:51:19:58.931,0
V,106,1543879998855943,1000000000,20:51:19:59.931,0
D,53,1543879998855943,1000000000,20:51:19:59.931,0
V,107,1543880015509792,1000000000,20:51:20:00.930,0
V,108,1543880032179891,1000000000,20:51:20:01.930,0
D,54,1543880032179891,1000000000,20:51:20:01.930,0
V,109,1543880048852700,1000000000,20:51:20:02.931,0
V,110,1543880065521716,1000000000,20:51:20:03.931,0
D,55,1543880065521716,1000000000,20:51:20:03.931,0
V,111,1543880082189325,1000000000,20:51:20:04.931,0
V,112,1543880098858215,1000000000,20:51:20:05.931,0
D,56,1543880098858215,1000000000,20:51:20:05.931,0
V,113,1543880115527814,1000000000,20:51:20:06.931,0
V,114,1543880132186371,1000000000,20:51:20:07.931,0
D,57,1543880132186371,1000000000,20:51:20:07.931,0
V,115,1543880148853732,1000000000,20:51:20:08.931,0
V,116,1543880165535278,1000000000,20:51:20:09.932,0
D,58,1543880165535279,1000000000,20:51:20:09.932,0
V,117,1543880182202639,1000000000,20:51:20:10.932,0
V,118,1543880198857363,1000000000,20:51:20:11.931,0
D,59,1543880198857363,1000000000,20:51:20:11.931,0
V,119,1543880215521920,1000000000,20:51:20:12.931,0
V,120,1543880232190186,1000000000,20:51:20:13.931,0
D,60,1543880232190187,1000000000,20:51:20:13.931,0
V,121,1543880248857671,1000000000,20:51:20:14.931,0
V,122,1543880265532312,1000000000,20:51:20:15.931,0
D,61,1543880265532311,1000000000,20:51:20:15.931,0
V,123,1543880282190578,1000000000,20:51:20:16.931,0
V,124,1543880298876386,1000000000,20:51:20:17.932,0
D,62,1543880298876386,1000000000,20:51:20:17.932,0
V,125,1543880315543829,1000000000,20:51:20:18.932,0
